OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NY,USGS New York Water Science Center,USGS-433350075442301,L 958,Well,,04140102,,,,,43.56400000000000,-75.7397222000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1504,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,Bedrock,,20120920,65,ft,67,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433357076074401,OW 513,Well,,04140102,,,,,43.56580556000000,-76.1289167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,374,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,075,,,"Ordovician, Upper",,,75,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433532074010401,"WR2764, NY",Well,,02020001,,,,,43.59208330000000,-74.0178611000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1574,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,113,,,,,20121113,723,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433706075182601,L1097,Well,,04150101,,,,,43.61833330000000,-75.3072222000000,24000,.1,seconds,Interpolated from MAP.,NAD83,1073,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,Bedrock,,20160817,382,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433720073532301,WR2190,Well,,02020001,,,,,43.62263889000000,-73.8901111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,913,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,113,,,Bedrock,,20080317,523,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433751076114901,LAKE ONTARIO AT SANDY ISLAND BEACH STATE PARK NY,"Lake, Reservoir, Impoundment",,04140102,,,,,43.63069444000000,-76.1970277800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,075,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-433756076112001,LAKE ONTARIO (SANDY POND) AT SANDY ISL BEACH ST PK,"Lake, Reservoir, Impoundment",,04140102,,,,,43.63216667000000,-76.1890000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,075,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434341076082601,J 784,Well,,04140102,,,,,43.72805556000000,-76.1404722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,305,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,045,,,Trenton Group,,20030520,42,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434343074033101,"WR3140, NY",Well,,02020001,,,,,43.72863889000000,-74.0585556000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1284,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,113,,,,,20160802,220,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434414074580201,HE 397,Well,,04150101,,,,,43.73622220000000,-74.9683888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1718,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,Sand and gravel aquifers (glaciated regions),,,,19940101,236.3,ft,239,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434443073234501,W1616,Well,,04150408,,,,,43.74525000000000,-73.3957222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,300,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,115,,,Bedrock,,20030627,74,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434445074172301,H 698,Well,,02020001,,,,,43.74686110000000,-74.2903056000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1651,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,041,,,Bedrock,,20100716,498,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434512073553601,"EX2523, NY",Well,,02020001,,,,,43.75333330000000,-73.9266667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1395,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,113,,,,,,425,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434729073582601,EX 248,Well,,02020001,,,,,43.80091667000000,-73.9963333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1218,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Sand and Gravel,,19600101,140,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434803075402901,L1098,Well,,04150101,,,,,43.80094444000000,-75.6748056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,1629,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,Bedrock,,20160819,170,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-434835075490401,L1145,Well,,04140102,,,,,43.80972220000000,-75.8177777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,1420,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,Bedrock,,20170713,140,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435000073461202,EX 159,Well,,02020001,,,,,43.83333330000000,-73.7700000000000,24000,10,seconds,Interpolated from Digital MAP.,NAD83,850,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Sand and Gravel,,,196,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435015075241701,L1113,Well,,04150101,,,,,43.83761110000000,-75.4046944000000,24000,.1,seconds,Interpolated from MAP.,NAD83,801,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,Bedrock,,20161110,260,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435102076122201,LAKE ONTARIO (HENDERSON BAY) AT HENDERSON HARBOR,"Lake, Reservoir, Impoundment",,04150200,,,,,43.85058330000000,-76.2061667000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,045,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435217073261701,EX 631,Well,,04150408,,,,,43.87144444000000,-73.4381667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,243,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Sand and Gravel,,20030214,238,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435217074380001,H 310,Well,,04150305,,,,,43.87138889000000,-74.6333333000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1772,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,041,,,Bedrock,,20040924,200,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435309073264201,EX1904,Well,,04150408,,,,,43.88597220000000,-73.4450000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,301,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Beekmantown Group,,20131002,192,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435417074545301,HE1774,Well,,04150101,,,,,43.90463889000000,-74.9147777800000,24000,.1,seconds,Interpolated from MAP.,NAD83,1712,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,043,,,Sand and Gravel,,20070907,56,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435436073383701,"EX 502, NY",Well,,02020001,,,,,43.91000000000000,-73.6437222000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,889,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,,,20011114,500,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435748074073701,EX1994,Well,,02020001,,,,,43.96330556000000,-74.1267222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1564,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Bedrock,,20150908,240,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-435919076134501,J1835,Well,,04150102,,,,,43.97286110000000,-76.2768056000000,24000,.1,seconds,Interpolated from MAP.,NAD83,252,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,045,,,Trenton Group,,,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440012074243601,"H  72, NY",Well,,04150305,,,,,44.00344444000000,-74.4101111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1640,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,041,,,"Ordovician, Middle",,,37,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440028073412701,"EX2245, NY",Well,,02020001,,,,,44.00775000000000,-73.6909167000000,,1,minutes,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1059,feet,1,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,,,20180718,645,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440040076171501,"LAKE ONTARIO NEAR LONG POINT STATE PARK, NY","Lake, Reservoir, Impoundment",,04150200,,,,,44.01102778000000,-76.2874444000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,045,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440046075462301,J 267,Well,,04150101,,,,,44.01266667000000,-75.7731111000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,597,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,045,,,Sand and Gravel,,,103,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440152076125301,LAKE ONTARIO (CHAUMONT BAY) AT LONG POINT STATE PK,"Lake, Reservoir, Impoundment",,04150200,,,,,44.03105556000000,-76.2148056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,36,045,,,,,,,,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440207075402801,J 265,Well,,04150101,,,,,44.03522220000000,-75.6744167000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,678,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,045,,,Trenton-Black River Group,,,67,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440517075482701,J 175,Well,,04150303,,,,,44.07888889000000,-75.8152777800000,24000,.5,seconds,Interpolated from MAP.,NAD83,420,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,045,,,Theresa Dolomite,,,125,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440819074331301,F1842,Well,,04150305,,,,,44.13875000000000,-74.5536944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1566,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Bedrock,,20151020,805,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440826074542701,ST4376,Well,,04150302,,,,,44.14055556000000,-74.9074444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1519,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,,,20181024,70,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-440846075193301,"L 472, NY",Well,,04150302,,,,,44.09480556000000,-75.3650000000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,947,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,049,,,"Ordovician, Middle",,20041130,97,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441248075050201,ST3712,Well,,04150302,,,,,44.21340000000000,-75.0840833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1215,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Bedrock,,20120925,380,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441256074190401,F1799,Well,,04150305,,,,,44.21572220000000,-74.3178333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1607,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,033,,,,,20150715,502,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441337074333602,ST1417,Well,,04150305,,,,,44.22694444000000,-74.5600000000000,24000,Unknown,Unknown,Unknown.,NAD83,1602,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,,,19970422,400,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441525073464301,EX2044,Well,,04150404,,,,,44.25683330000000,-73.7787222000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1107,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,"Ordovician, Middle",,20160210,325,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441656073325202,EX 506,Well,,04150408,,,,,44.28241667000000,-73.5479722000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,658,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,20020129,48,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-441703074294501,F1941,Well,,04150305,,,,,44.28422220000000,-74.4959444000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1626,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,033,,,,,20170512,116,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-442045074064801,EX 224,Well,,04150406,,,,,44.34607500000000,-74.1133972000000,24000,Unknown,Unknown,Unknown.,NAD83,1523,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,,,,150,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-442101073425601,EX 589,Well,,04150404,,,,,44.35055556000000,-73.7155833000000,24000,1,seconds,Interpolated from MAP.,NAD83,860,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Sand and Gravel,Confined single aquifer,20021111,67,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-442332075113901,ST4258,Well,,04150304,,,,,44.39230000000000,-75.1944167000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,672,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Bedrock,,20170827,118,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-442334073244001,EX1213,Well,,04150408,,,,,44.39277778000000,-73.4111111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,143,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,Beekmantown Group,,20060607,125,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-442859073250301,EX 535,Well,,04150408,,,,,44.48305556000000,-73.4175000000000,24000,10,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,120,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,Confined single aquifer,20020702,128,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443014074541201,"ST1515, NY",Well,,04150305,,,,,44.50375000000000,-74.9032500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,895,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,"Ordovician, Middle",,,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443022073520701,EX 372,Well,,04150406,,,,,44.50613889000000,-73.8686944000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1402,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,031,,,"Ordovician, Middle",,20010608,249,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443115075040801,"ST1514, NY",Well,,04150304,,,,,44.52097220000000,-75.0691111000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,702,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,"Ordovician, Middle",,,22.5,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443306074555101,ST 378,Well,,04150305,,,,,44.55158330000000,-74.9309167000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,885,feet,10,feet,Interpolated from topographic map.,NGVD29,US,36,089,Sand and gravel aquifers (glaciated regions),,Sand and Gravel,,19690101,65,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443329075412101,ST1493,Well,,04150301,,,,,44.55805556000000,-75.6891667000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,288,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,,,19930615,120,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443606074525801,ST2820,Well,,04150305,,,,,44.60166667000000,-74.8827777800000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,893,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Bedrock,,20060826,123,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443714075241001,"ST1513, NY",Well,,04150302,,,,,44.61832500000000,-75.4013777800000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,290,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Theresa Dolomite,,,95,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443731073543601,CL 946,Well,,04150406,,,,,44.62519440000000,-73.9100556000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1477,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,019,,,Sand and Gravel,,20031003,155,ft,155,ft,NWIS
USGS-NY,USGS New York Water Science Center,USGS-443935074303201,F1037,Well,,04150306,,,,,44.65972220000000,-74.5088888900000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1277,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,033,,,"Ordovician, Middle",,20160607,102,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444008073441201,CL1359,Well,,04150406,,,,,44.66888889000000,-73.7366667000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,887,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,019,,,Sand and Gravel,,20060608,90,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444041075313101,ST3744,Well,,04150301,,,,,44.67823330000000,-75.5253833000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,264,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Beekmantown Group,,20130225,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444204073325901,CL 153,Well,,04150406,,,,,44.70111110000000,-73.5497222000000,24000,1,minutes,Interpolated from MAP.,NAD83,353,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,019,,,,,,337,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444454075075401,ST1424,Well,,04150301,,,,,44.75266667000000,-75.2138333000000,24000,3,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,345,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Beekmantown Group,,19840101,182,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444455074124102,F 573,Well,,04150307,,,,,44.74861110000000,-74.2113888900000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,1197,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,033,,,Kame Terrace Deposits,,20040601,236,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444721074453501,ST4062,Well,,04150306,,,,,44.78916667000000,-74.7597222000000,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,330,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,Theresa Dolomite,,20151202,93,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-444746074594501,ST3496,Well,,04150305,,,,,44.79616667000000,-74.9957777800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,299,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,089,,,,,20110322,400,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-445334073451301,CL1459,Well,,04150408,,,,,44.89266667000000,-73.7535000000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,853,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,019,,,Potsdam Sandstone,,20050311,100,ft,,,NWIS
USGS-NY,USGS New York Water Science Center,USGS-445343073264401,CL 277,Well,,04150408,,,,,44.89513889000000,-73.4455277800000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,164,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,36,019,,,Potsdam Sandstone,,19990301,625,ft,,,NWIS
